,Company,Inches,ScreenResolution,CpuVenderName,CpuType,CpuSpeed,Ram,Memory,GpuName,OpSys,Weight,Price_euros
533,12,13.3,15,1,24,1.1,4.0,6,2,6,1.2,369.0
534,2,15.6,15,1,47,2.5,8.0,20,3,6,2.3,1649.0
535,4,15.6,8,1,64,2.8,8.0,18,3,6,1.93,1369.0
536,4,15.6,8,1,53,1.6,8.0,18,0,6,2.2,797.41
537,7,15.6,8,1,86,1.6,4.0,18,2,6,1.86,398.99
538,7,17.3,8,1,66,2.8,12.0,15,3,6,2.62,1799.0
539,10,14.0,15,1,62,2.7,8.0,18,3,6,1.87,859.0
540,4,13.3,31,1,70,1.8,8.0,18,2,6,1.2,1399.0
541,4,14.0,8,1,36,2.0,4.0,10,2,6,1.6,735.87
542,7,13.3,21,1,62,2.7,8.0,18,2,6,1.34,1145.0
543,0,15.6,8,1,47,2.5,8.0,15,3,1,2.4,798.0
544,2,15.6,0,0,74,1.8,4.0,11,0,6,2.0,349.0
545,7,15.6,8,1,38,2.4,4.0,10,2,6,2.1,705.5
546,10,14.0,8,1,46,2.5,4.0,11,2,6,1.87,785.0
547,10,15.6,8,1,41,2.3,4.0,15,2,0,2.15,462.35
548,7,15.6,8,1,36,2.0,4.0,11,2,6,1.86,397.0
549,10,15.6,15,1,62,2.7,8.0,27,2,6,1.99,1729.0
550,10,15.6,8,1,36,2.0,4.0,10,2,6,2.2,499.0
551,4,15.6,8,1,46,2.5,8.0,18,2,6,1.9,1116.99
552,4,17.3,15,1,66,2.8,16.0,24,3,6,4.42,2699.0
553,7,17.3,2,1,36,2.0,8.0,15,2,6,2.65,544.15
554,7,17.3,8,1,62,2.7,8.0,15,3,6,2.63,1280.0
555,2,15.6,0,1,22,1.1,4.0,11,2,1,2.0,224.0
556,12,13.3,15,1,16,1.44,4.0,4,2,6,1.35,255.0
557,10,17.3,2,1,62,2.7,6.0,20,3,6,2.8,949.0
558,7,15.6,15,0,2,2.5,6.0,10,0,6,1.91,568.9
559,4,15.6,0,1,36,2.0,4.0,15,0,6,2.18,617.9
560,0,11.6,13,1,22,2.0,4.0,4,2,6,1.25,349.0
561,10,15.6,8,1,39,2.7,4.0,10,2,6,2.05,630.0
562,7,13.3,19,1,29,1.2,16.0,27,2,6,1.16,1965.0
563,10,17.3,15,1,66,2.8,8.0,18,3,6,3.4,2999.0
564,2,15.6,8,1,47,2.5,8.0,20,3,6,2.5,839.0
565,4,13.3,11,1,53,1.6,8.0,10,2,6,1.21,1599.0
566,4,15.6,0,1,48,2.6,4.0,11,2,6,1.93,959.0
567,5,15.6,0,1,46,2.5,8.0,15,2,6,2.2,739.0
568,10,15.6,8,1,87,1.1,4.0,11,2,6,2.2,344.0
569,10,14.0,0,1,46,2.5,4.0,11,2,6,2.02,990.0
570,7,17.3,2,1,49,2.8,8.0,11,3,6,3.14,1860.99
571,7,14.0,0,1,86,1.6,8.0,22,2,6,1.94,389.0
572,7,15.6,15,0,12,3.0,6.0,18,0,6,1.95,649.0
573,10,15.6,8,1,46,2.5,8.0,18,2,6,2.3,830.0
574,10,15.6,8,1,53,1.6,4.0,11,2,6,2.05,685.0
575,12,14.0,8,1,16,1.44,4.0,6,2,6,1.4,249.0
576,16,14.0,7,1,62,2.7,16.0,27,2,6,1.24,1865.0
577,10,17.3,15,1,59,2.7,32.0,24,3,6,4.6,2663.0
578,11,17.3,8,1,67,2.9,16.0,31,3,6,4.14,2729.0
579,4,15.6,8,1,62,2.7,8.0,18,0,1,2.2,749.01
580,12,14.0,15,1,24,1.1,4.0,6,2,6,1.45,389.0
581,4,15.6,0,1,48,2.6,8.0,11,2,6,1.9,1008.52
582,7,13.3,8,1,38,2.4,4.0,10,2,6,1.49,719.0
583,4,15.6,8,1,64,2.8,16.0,18,3,6,1.93,1537.39
584,4,11.6,0,1,21,1.6,4.0,2,2,3,1.26,295.0
585,11,17.3,8,1,59,2.7,16.0,20,3,6,4.5,2349.0
586,7,17.3,15,1,66,2.8,16.0,24,3,6,3.78,1498.0
587,10,14.0,15,1,57,2.6,12.0,18,2,6,1.4,1673.0
588,10,15.6,36,1,70,1.8,12.0,15,2,6,2.2,609.0
589,2,17.3,15,1,47,2.5,8.0,20,3,6,2.73,1770.0
590,2,15.6,36,1,46,2.5,8.0,15,2,6,2.2,739.0
591,10,15.6,8,0,4,3.6,12.0,27,0,6,2.2,949.0
592,4,11.6,36,1,30,1.0,4.0,10,2,6,1.39,603.0
593,15,15.6,8,1,66,2.8,16.0,20,3,6,2.5,1699.0
594,10,17.3,8,1,36,2.0,4.0,11,2,0,2.8,529.0
595,10,15.6,0,1,37,2.3,8.0,15,2,6,2.29,459.0
596,10,13.3,13,1,62,2.7,8.0,27,2,6,1.37,2025.0
597,10,14.0,15,1,47,2.5,8.0,18,2,6,1.7,1474.0
598,4,12.5,7,1,46,2.5,8.0,18,2,6,1.34,1670.0
599,4,15.6,7,1,66,2.8,8.0,18,3,6,2.06,1763.0
600,7,15.6,8,1,62,2.7,8.0,18,2,6,1.84,1219.0
601,7,15.6,0,1,38,2.4,4.0,11,2,6,2.1,668.48
602,0,14.0,8,1,24,1.1,4.0,4,2,6,1.6,329.0
603,11,17.3,8,1,59,2.7,16.0,20,3,6,4.14,2199.0
604,4,15.6,0,1,36,2.0,4.0,15,0,1,2.18,465.0
605,11,15.6,6,1,66,2.8,16.0,30,3,6,1.8,2299.0
606,16,15.6,15,1,55,2.5,8.0,18,2,6,2.2,1399.0
607,10,15.6,8,1,46,2.5,6.0,15,2,6,2.4,564.0
608,10,15.6,13,1,66,2.8,8.0,18,2,6,2.0,1299.0
609,0,14.0,0,1,86,1.6,4.0,9,2,6,1.6,349.0
610,10,15.6,12,1,92,3.1,32.0,33,3,6,2.5,4899.0
611,4,15.6,8,1,58,2.6,16.0,15,3,6,2.59,879.01
612,4,15.6,0,1,36,2.0,4.0,15,2,1,2.18,443.9
613,4,15.6,0,1,36,2.0,4.0,15,2,1,2.25,359.0
614,4,15.6,0,1,48,2.6,4.0,11,2,1,1.93,869.0
615,2,17.3,8,1,66,2.8,8.0,20,3,6,3.0,1168.0
616,4,15.6,8,1,46,2.5,4.0,10,0,1,2.18,569.0
617,7,15.6,8,1,62,2.7,8.0,27,2,6,1.84,1389.0
618,11,15.6,8,1,66,2.8,16.0,24,3,6,2.94,2267.86
619,0,11.6,27,1,23,1.6,4.0,4,2,3,1.25,379.0
620,7,14.0,0,1,48,2.6,8.0,18,2,6,2.31,1124.0
621,10,14.0,8,1,41,2.3,8.0,18,2,4,1.65,1465.0
622,4,15.6,8,1,53,1.6,4.0,15,0,6,2.2,776.0
623,5,15.6,0,1,46,2.5,8.0,18,2,6,2.2,799.0
624,7,15.6,0,1,41,2.3,4.0,11,2,4,1.88,932.0
625,10,15.6,8,1,62,2.7,8.0,15,3,6,2.2,899.0
626,12,14.0,8,1,16,1.44,2.0,4,2,6,1.4,239.0
627,10,15.6,8,1,46,2.5,4.0,10,2,0,2.2,468.0
628,2,13.3,7,1,46,2.5,6.0,15,2,6,1.5,639.01
629,4,15.6,8,1,66,2.8,8.0,18,3,6,2.0,1820.0
630,2,14.0,8,1,62,2.7,16.0,27,2,6,1.1,1900.0
631,4,15.6,8,1,66,2.8,16.0,24,3,6,2.62,1479.0
632,10,15.6,8,1,53,1.6,4.0,18,2,6,1.8,829.0
633,10,15.6,8,1,36,2.0,4.0,15,3,6,2.2,579.0
634,2,15.6,0,1,22,1.1,8.0,15,2,6,2.0,399.0
635,2,15.6,8,1,47,2.5,8.0,15,3,6,1.99,906.62
636,4,13.3,31,1,53,1.6,8.0,18,2,6,1.23,1869.0
637,10,14.0,0,1,21,1.6,2.0,4,2,6,1.42,249.0
638,10,13.3,13,1,62,2.7,8.0,18,2,6,1.37,1757.42
639,4,15.6,5,1,66,2.8,16.0,33,3,6,2.06,2399.0
640,10,15.6,15,1,66,2.8,8.0,20,3,6,2.5,1109.0
641,7,17.0,2,0,11,3.0,8.0,15,0,6,2.6,520.9
642,10,14.0,15,1,62,2.7,16.0,27,2,6,1.14,2450.0
643,2,15.6,15,1,66,2.8,8.0,15,3,0,2.5,1169.0
644,0,15.6,0,1,36,2.0,4.0,11,2,6,2.4,450.0
645,10,14.0,0,1,21,1.6,4.0,4,2,6,1.43,274.0
646,0,14.0,15,1,46,2.5,8.0,18,2,6,1.8,919.0
647,14,14.0,8,1,66,2.8,16.0,18,3,6,1.95,2599.0
648,16,13.3,8,1,41,2.3,8.0,18,2,6,1.2,1213.0
649,10,12.5,15,1,62,2.7,8.0,18,2,6,1.36,1584.0
650,2,17.3,15,1,59,2.7,32.0,27,3,6,3.8,2799.0
651,0,15.6,8,1,47,2.5,8.0,15,3,1,2.4,709.0
652,4,13.3,8,1,53,1.6,8.0,18,2,6,1.2,1449.9
653,11,15.6,8,1,66,2.8,8.0,20,3,6,2.2,1191.8
654,7,15.6,0,1,36,2.0,4.0,11,2,0,1.86,364.9
655,16,15.6,15,1,46,2.5,8.0,11,2,6,2.0,1064.0
656,4,15.6,8,1,70,1.8,8.0,18,0,6,2.2,919.0
657,4,15.6,8,1,70,1.8,16.0,30,0,6,2.2,1135.0
658,10,15.6,15,1,58,2.6,8.0,20,3,6,3.31,1196.0
659,4,17.3,12,1,66,2.8,32.0,31,3,6,4.42,3147.37
660,4,14.0,8,1,44,2.4,8.0,18,2,6,1.56,1229.0
661,10,15.6,0,1,22,1.1,4.0,11,2,6,2.2,419.0
662,10,15.6,8,1,41,2.3,4.0,11,2,6,2.2,535.0
663,7,15.6,3,1,36,2.0,6.0,15,0,6,2.04,539.0
664,11,17.3,8,1,66,2.8,8.0,20,3,6,2.7,1486.77
665,16,15.6,0,1,37,2.1,4.0,10,2,6,2.1,498.0
666,4,15.6,8,1,46,2.5,8.0,15,2,6,2.06,955.0
667,7,15.6,8,1,62,2.7,8.0,15,0,6,2.1,745.0
668,16,15.6,15,1,46,2.5,8.0,18,2,6,2.0,1258.0
669,0,15.6,0,1,36,2.0,4.0,10,2,1,2.1,412.0
670,13,13.5,37,1,64,2.8,8.0,18,2,5,1.252,1867.85
671,10,15.6,8,1,46,2.5,8.0,20,0,6,1.9,817.95
672,10,13.3,13,1,46,2.5,8.0,18,2,6,1.3,1034.0
673,10,15.6,0,0,78,2.2,4.0,10,0,6,2.2,349.0
674,7,14.0,13,1,38,2.4,4.0,10,3,6,1.63,699.0
675,11,15.6,8,1,66,2.8,16.0,24,3,6,2.4,1294.0
676,2,14.0,8,1,46,2.5,8.0,18,2,6,1.1,1135.0
677,7,11.6,36,1,22,1.1,8.0,7,2,3,1.4,495.0
678,9,15.6,15,1,70,1.8,8.0,27,2,6,1.09,2299.0
679,0,15.6,8,1,47,2.5,16.0,18,3,6,2.5,1299.0
680,11,15.6,8,1,47,2.5,8.0,18,3,6,2.2,997.9
681,2,15.6,0,1,22,1.1,4.0,10,2,6,1.86,419.0
682,4,15.6,8,1,47,2.5,16.0,20,3,6,3.21,2051.0
683,7,17.3,15,1,36,2.0,4.0,18,0,6,2.5,699.0
684,10,13.3,13,1,70,1.8,8.0,27,2,6,1.19,1499.0
685,4,15.6,8,1,67,2.9,16.0,24,3,6,3.49,2813.75
686,7,15.6,0,1,46,2.5,4.0,11,0,6,1.86,612.61
687,4,15.6,0,1,36,2.0,4.0,15,0,6,2.2,545.67
688,7,17.3,15,0,0,2.4,6.0,22,0,6,2.65,569.0
689,10,15.6,0,1,19,1.6,4.0,11,2,6,2.1,318.0
690,0,14.0,0,1,19,1.6,4.0,4,2,3,1.45,375.0
691,10,14.0,8,1,46,2.5,4.0,18,2,6,1.7,699.0
692,7,17.3,8,1,66,2.8,8.0,11,3,6,3.14,1907.99
693,10,14.0,39,1,62,2.7,8.0,18,2,6,1.42,2590.0
694,16,13.3,15,1,46,2.5,8.0,18,2,6,1.5,973.0
695,0,11.6,0,1,20,1.6,4.0,4,2,6,1.4,269.0
696,10,14.0,7,1,62,2.7,16.0,27,2,6,1.38,1749.0
697,2,12.5,7,1,31,0.9,4.0,7,2,3,1.2,669.0
698,16,13.3,7,1,55,2.5,16.0,27,2,6,1.36,1877.0
699,7,15.6,15,1,62,2.7,4.0,11,0,6,2.1,689.0
700,4,15.6,8,1,47,2.5,8.0,15,3,6,2.56,819.0
701,10,15.6,8,0,11,2.9,4.0,18,0,6,2.2,399.0
702,10,15.6,0,0,4,3.6,8.0,15,0,6,2.2,429.0
703,10,15.6,8,1,46,2.5,4.0,23,2,6,2.1,621.45
704,10,15.6,0,1,36,2.0,4.0,11,2,0,1.9,450.0
705,4,15.6,8,1,46,2.5,8.0,18,2,6,2.18,795.0
706,0,13.3,13,1,53,1.6,8.0,18,2,6,1.6,999.0
707,10,15.6,8,1,55,2.5,16.0,27,3,4,2.18,1855.0
708,10,14.0,8,1,43,2.3,8.0,18,2,6,1.8,1191.0
709,7,17.3,15,0,1,2.5,6.0,22,0,6,2.71,655.01
710,10,15.6,15,1,66,2.8,8.0,20,3,6,2.5,1249.0
711,4,14.0,8,1,49,2.8,8.0,18,3,1,1.64,1089.0
712,4,15.6,8,1,46,2.5,8.0,15,2,1,1.98,726.0
713,2,14.0,8,1,22,1.1,4.0,4,2,6,1.5,298.0
714,4,15.6,8,1,48,2.6,16.0,27,2,6,1.93,1426.66
715,10,14.0,15,1,46,2.5,8.0,18,3,6,1.87,857.07
716,4,15.6,8,1,48,2.6,8.0,18,2,6,1.9,1179.0
717,10,15.6,0,0,6,2.0,4.0,11,0,6,2.19,298.0
718,12,14.0,16,1,14,1.92,4.0,0,2,6,1.4,265.0
719,7,17.3,8,1,62,2.7,8.0,18,3,6,2.63,1200.0
720,10,14.0,20,1,55,2.5,8.0,27,2,6,1.17,1686.64
721,7,13.3,27,1,46,2.5,8.0,18,2,6,1.58,836.6
722,10,14.0,15,1,46,2.5,8.0,18,2,6,1.32,1499.0
723,4,17.3,6,1,66,2.8,32.0,38,3,6,4.36,3659.4
724,11,17.3,8,1,66,2.8,8.0,20,3,6,2.7,1348.48
725,10,15.6,0,1,46,2.5,4.0,15,2,0,1.9,489.9
726,4,15.6,8,1,53,1.6,8.0,20,0,6,2.2,719.0
727,4,13.3,7,1,38,2.4,4.0,15,2,6,1.71,649.0
728,4,15.6,0,1,46,2.5,8.0,15,0,1,2.32,589.52
729,7,15.6,8,0,11,3.0,4.0,15,0,6,2.1,489.0
730,0,17.3,15,1,58,2.6,16.0,20,3,6,4.2,1935.0
731,4,15.6,0,1,46,2.5,12.0,15,2,6,2.25,649.0
732,7,15.6,8,0,12,3.0,6.0,20,0,6,2.1,650.0
733,0,15.6,0,1,46,2.5,4.0,11,2,6,2.4,559.0
734,10,13.3,15,1,46,2.5,8.0,18,2,6,1.44,960.0
735,10,15.6,8,1,62,2.7,4.0,15,2,6,1.85,779.0
736,7,15.6,8,1,66,2.8,16.0,18,3,6,2.6,2419.0
737,4,13.3,7,1,53,1.6,8.0,15,2,6,1.55,659.0
738,11,15.6,8,1,66,2.8,16.0,24,3,6,1.8,2094.48
739,0,15.6,0,1,36,2.0,4.0,11,2,6,2.4,410.8
740,4,15.6,8,1,62,2.7,8.0,20,3,6,2.0,1207.0
741,4,15.6,0,1,36,2.0,8.0,18,2,6,2.0,665.0
742,16,14.0,13,1,46,2.5,8.0,18,2,6,1.25,1535.0
743,10,14.0,7,1,46,2.5,8.0,18,2,6,1.7,999.0
744,10,15.6,12,1,64,2.8,16.0,33,3,6,2.5,3299.0
745,0,14.0,0,1,21,1.6,2.0,4,2,3,1.68,330.0
746,15,13.3,8,1,62,2.7,16.0,18,2,6,0.81,1649.0
747,7,15.6,8,1,36,2.0,8.0,18,2,6,1.86,539.0
748,4,14.0,0,1,46,2.5,8.0,18,2,6,1.6,1126.71
749,7,17.3,15,1,91,2.9,16.0,18,3,4,3.0,4389.0
750,10,11.6,36,1,21,1.6,4.0,10,2,6,1.4,475.0
751,7,15.6,8,1,44,2.4,8.0,18,2,6,1.84,1900.0
752,2,15.6,0,1,43,2.3,4.0,15,3,0,2.45,579.0
753,10,14.0,8,1,41,2.3,4.0,12,2,6,1.7,1096.0
754,2,15.6,0,1,62,2.7,4.0,18,2,6,2.37,849.9
755,10,13.3,19,1,42,1.8,8.0,18,2,6,1.3,1199.0
756,7,15.6,15,1,47,2.5,8.0,20,3,6,2.2,1099.0
757,7,15.6,8,1,58,2.6,8.0,18,3,4,2.59,1561.0
758,4,15.6,12,1,66,2.8,16.0,24,3,6,4.42,2868.99
759,0,15.6,0,1,46,2.5,4.0,18,2,6,2.1,599.0
760,10,15.6,15,1,66,2.8,8.0,20,3,6,2.5,1048.0
761,4,12.5,8,1,64,2.8,16.0,18,2,6,1.18,1859.0
762,6,12.3,38,1,52,1.2,8.0,18,2,3,1.1,1559.0
763,2,13.3,21,1,46,2.5,8.0,18,2,6,1.2,1129.0
764,4,13.3,0,1,36,2.0,4.0,11,2,6,1.65,849.0
765,0,13.3,0,1,41,2.3,4.0,10,2,6,1.6,655.0
766,2,17.3,0,1,87,1.1,4.0,15,3,6,2.8,470.34
767,4,15.6,26,1,58,2.6,16.0,20,3,6,2.72,1099.0
768,15,13.3,7,1,62,2.7,8.0,18,2,6,1.31,1599.0
769,0,15.6,0,1,87,1.1,4.0,15,2,1,2.1,298.0
770,4,15.6,8,1,62,2.7,16.0,18,0,6,2.3,1181.27
771,15,15.0,7,1,62,2.7,16.0,18,0,6,1.71,1799.0
772,16,14.0,9,1,41,2.3,4.0,10,2,6,1.75,1020.0
773,4,15.6,8,1,66,2.8,8.0,15,3,6,2.62,1099.0
774,7,12.5,0,1,41,2.3,4.0,18,2,6,1.26,1244.0
775,2,15.6,7,1,62,2.7,12.0,22,3,6,2.3,839.0
776,10,15.6,6,1,60,2.7,16.0,27,3,4,2.5,2370.0
777,0,14.0,15,1,38,2.4,4.0,10,2,6,1.8,636.0
778,14,14.0,8,1,66,2.8,16.0,27,3,6,1.95,2899.0
779,2,15.6,3,1,84,1.1,8.0,10,2,6,2.0,581.9
780,4,17.3,15,1,66,2.8,32.0,38,3,6,4.42,3588.8
781,2,17.3,15,1,58,2.6,16.0,24,3,6,4.3,2350.0
782,16,14.0,15,1,57,2.6,16.0,27,3,6,1.47,1764.0
783,10,15.6,0,1,25,1.6,8.0,15,2,0,2.2,329.0
784,10,14.0,8,1,62,2.7,16.0,27,2,6,1.7,2299.0
785,11,14.0,15,1,66,2.8,16.0,24,3,6,1.6,1891.0
786,11,15.6,8,1,47,2.5,8.0,20,3,6,2.2,1089.0
787,10,15.6,15,1,66,2.8,4.0,15,3,6,2.4,999.0
788,0,17.3,15,1,66,2.8,16.0,24,3,6,4.2,2299.0
789,4,15.6,8,1,47,2.5,8.0,18,3,6,2.62,985.0
790,2,15.6,8,1,66,2.8,8.0,20,3,6,2.24,1339.0
791,17,14.0,3,1,22,1.1,4.0,4,2,6,1.22,202.9
792,10,13.3,13,1,62,2.7,8.0,27,2,6,1.37,1970.0
793,10,15.6,7,1,46,2.5,8.0,18,0,6,2.08,959.0
794,1,12.0,22,1,26,1.2,8.0,26,2,7,0.92,1165.0
795,10,14.0,30,1,46,2.5,8.0,18,2,6,1.42,2330.0
796,2,14.0,0,1,22,1.1,4.0,4,2,6,1.63,299.0
797,4,15.6,0,1,46,2.5,8.0,10,2,6,1.95,810.0
798,10,13.9,13,1,62,2.7,8.0,18,2,6,1.38,1349.0
799,4,15.6,8,1,36,2.0,8.0,18,0,6,2.0,739.0
800,7,15.6,8,1,66,2.8,8.0,18,3,6,3.14,2064.9
801,2,15.6,8,1,46,2.5,8.0,18,2,6,2.37,1099.0
802,4,13.3,8,1,46,2.5,8.0,18,2,6,1.29,1499.0
803,4,15.6,5,1,47,2.5,8.0,18,3,6,2.06,1749.0
804,4,11.6,0,1,87,1.1,4.0,10,2,6,1.63,744.0
805,7,12.5,0,1,48,2.6,8.0,18,2,6,1.26,1389.0
806,16,15.6,0,1,41,2.3,4.0,11,2,6,2.1,780.0
807,7,15.6,0,0,3,2.5,8.0,22,0,6,2.04,629.0
808,4,15.6,6,1,66,2.8,16.0,27,3,6,2.62,1679.0
809,10,15.6,8,1,46,2.5,4.0,15,3,6,2.4,609.0
810,7,17.3,15,1,66,2.8,12.0,15,0,6,3.74,1749.0
811,11,17.3,8,1,66,2.8,16.0,31,3,6,2.9,2415.0
812,15,13.3,8,1,46,2.5,8.0,18,2,6,0.81,1499.0
813,4,15.6,8,1,62,2.7,8.0,15,3,6,1.98,961.0
814,4,15.6,8,1,46,2.5,8.0,18,0,6,2.18,789.81
815,10,14.0,8,1,62,2.7,8.0,18,2,6,1.32,1859.0
816,14,12.5,11,1,62,2.5,16.0,27,2,6,1.29,1799.0
817,7,11.6,0,1,21,1.6,4.0,2,2,3,1.23,385.0
818,4,17.3,15,1,66,2.8,16.0,20,3,6,4.36,2505.02
819,4,14.0,0,1,41,2.3,4.0,11,2,6,1.76,755.0
820,10,15.6,0,1,36,2.0,4.0,11,2,6,2.1,489.9
821,16,14.0,0,1,46,2.5,4.0,10,2,6,1.25,1090.0
822,10,14.0,15,1,62,2.7,8.0,27,2,6,1.13,2499.0
823,11,15.6,8,1,47,2.5,8.0,18,3,6,2.4,1199.0
824,10,14.0,15,1,46,2.5,8.0,13,2,6,1.13,1875.0
825,16,14.0,0,1,82,2.1,4.0,10,2,6,1.75,499.0
826,2,13.3,34,1,46,2.5,8.0,18,2,6,1.1,1358.0
827,4,14.0,0,1,36,2.0,4.0,11,2,6,1.76,585.0
828,0,11.6,9,1,21,1.6,4.0,4,2,3,1.35,355.0
829,0,14.0,15,1,38,2.4,8.0,10,2,6,1.5,619.0
830,14,17.3,5,1,67,2.9,32.0,27,3,6,3.49,5499.0
831,10,14.0,20,1,57,2.6,16.0,27,2,6,1.1,2099.0
832,2,15.6,8,1,46,2.5,4.0,15,3,1,2.1,519.0
833,10,14.0,8,1,41,2.3,8.0,18,2,6,1.7,1186.0
834,10,14.0,15,1,48,2.6,8.0,18,2,6,1.32,1650.0
835,4,15.6,8,1,66,2.8,16.0,24,3,6,3.21,2774.63
836,2,17.3,8,1,66,2.8,16.0,24,3,6,2.9,2419.0
837,16,15.6,0,1,38,2.4,4.0,11,2,6,2.0,669.0
838,10,14.0,0,1,23,1.6,4.0,2,2,3,1.5,325.0
839,2,15.6,8,1,46,2.5,8.0,5,2,6,2.3,590.0
840,2,17.3,8,1,58,2.6,16.0,31,3,6,2.73,1799.0
841,4,17.3,15,1,66,2.8,32.0,31,3,6,4.42,3072.89
842,7,17.3,2,1,46,2.5,8.0,15,3,6,2.63,910.0
843,4,15.6,0,1,46,2.5,8.0,10,2,6,2.18,713.99
844,7,14.0,8,1,55,2.5,8.0,27,2,4,1.54,1870.0
845,4,15.6,8,1,62,2.7,4.0,18,0,6,2.18,739.0
846,7,11.6,36,1,22,1.1,4.0,4,2,3,1.4,615.0
847,2,13.3,15,1,41,2.3,8.0,27,3,6,1.45,1026.0
848,7,13.3,7,1,46,2.5,8.0,18,2,6,1.28,2277.0
849,7,14.0,8,1,55,2.5,8.0,27,2,6,1.54,1468.0
850,7,15.6,0,1,21,1.6,4.0,10,2,0,1.86,299.0
851,2,15.6,8,1,66,2.8,16.0,20,3,6,2.1,1899.0
852,4,17.3,8,1,62,2.7,8.0,15,0,1,2.83,865.0
853,10,14.0,15,1,66,2.8,8.0,18,3,6,1.96,1903.0
854,2,15.6,15,1,62,2.7,8.0,18,3,6,2.3,787.0
855,4,15.6,8,1,46,2.5,8.0,10,2,6,1.9,945.0
856,2,15.6,0,1,87,1.1,4.0,15,2,6,2.0,449.0
857,7,13.3,7,1,64,2.8,8.0,18,2,6,1.28,2559.0
858,4,13.3,7,1,41,2.3,8.0,15,2,6,1.62,649.0
859,10,15.6,8,1,36,2.0,4.0,15,2,0,2.2,469.0
860,10,15.6,15,1,46,2.5,8.0,15,2,6,2.3,850.66
861,7,15.6,8,1,48,2.6,8.0,18,0,6,1.84,1349.0
862,16,13.3,8,1,46,2.5,4.0,10,2,6,1.05,1285.0
863,10,15.6,15,1,47,2.5,8.0,15,3,0,2.5,1017.0
864,4,13.3,31,1,65,2.5,16.0,27,2,6,1.29,2240.0
865,7,15.6,8,1,41,2.3,4.0,11,2,6,2.07,910.0
866,16,13.3,0,1,41,2.3,8.0,18,2,6,1.2,1095.0
867,10,13.3,13,1,62,2.7,8.0,18,2,6,1.37,1950.0
868,0,14.0,15,1,46,2.5,8.0,18,2,6,1.56,902.0
869,4,15.6,8,1,66,2.8,8.0,15,3,6,2.23,1778.0
870,10,15.6,0,1,46,2.5,4.0,11,2,6,2.38,1055.0
871,10,15.6,8,1,36,2.0,4.0,15,0,0,2.2,479.0
872,16,15.6,15,1,62,2.7,8.0,18,2,6,2.0,1388.0
873,10,13.3,15,1,38,2.4,4.0,12,2,6,1.44,735.0
874,15,15.0,8,1,62,2.7,16.0,18,3,6,1.23,1849.0
875,4,12.5,8,1,64,2.8,8.0,18,2,6,1.6,1690.0
876,2,15.6,0,1,87,1.1,4.0,15,2,1,2.0,398.99
877,18,13.3,15,1,41,2.3,8.0,18,3,6,1.28,935.0
878,4,15.6,8,1,46,2.5,4.0,20,3,6,2.18,912.5
879,7,15.6,8,1,46,2.5,4.0,18,2,6,2.04,839.0
880,7,13.3,7,1,46,2.5,4.0,18,2,6,1.28,1700.0
881,7,15.6,36,1,46,2.5,4.0,11,2,6,2.3,684.8
882,2,14.1,0,1,22,1.1,4.0,4,2,6,1.65,348.0
883,10,15.6,15,1,55,2.5,8.0,15,3,6,2.2,669.0
884,4,15.6,0,1,86,1.6,4.0,11,2,6,2.2,369.0
885,7,13.3,7,1,46,2.5,4.0,18,2,6,1.28,1799.0
886,4,15.6,0,1,36,2.0,4.0,15,0,1,2.18,455.7
887,2,17.3,8,1,47,2.5,12.0,20,3,6,2.2,1369.9
888,0,11.6,9,1,21,1.6,4.0,4,2,3,1.25,297.0
889,10,17.3,2,0,5,2.2,4.0,11,0,6,2.8,379.0
890,7,14.0,8,1,46,2.5,4.0,10,2,6,1.95,1265.0
891,7,13.3,31,1,62,2.7,16.0,18,2,6,1.42,1399.0
892,15,15.0,8,1,62,2.7,8.0,18,2,6,1.17,1699.0
893,10,14.0,15,1,46,2.5,8.0,18,2,6,1.32,1799.0
894,11,17.3,12,1,58,2.6,16.0,34,3,6,2.43,2649.0
895,16,13.3,8,1,46,2.5,8.0,18,2,6,1.05,1475.0
896,4,15.6,8,1,66,2.8,8.0,15,3,1,2.62,929.0
897,7,15.6,8,1,62,2.7,8.0,15,3,6,2.04,900.0
898,4,15.6,0,1,36,2.0,4.0,15,0,6,2.18,614.0
899,4,15.6,8,1,48,2.6,8.0,11,2,6,1.9,935.0
900,4,13.3,31,1,69,1.3,8.0,27,2,6,1.24,2013.1
901,2,17.3,15,1,59,2.7,32.0,25,3,6,3.58,1279.0
902,4,13.3,7,1,69,1.3,16.0,18,2,6,1.22,1649.0
903,10,14.0,15,1,62,2.7,8.0,13,2,6,1.13,2049.0
904,10,15.6,15,1,46,2.5,8.0,27,2,6,1.95,1962.99
905,9,15.6,13,1,62,2.7,16.0,27,2,6,1.08,2099.0
906,7,12.5,8,1,62,2.7,8.0,27,2,6,1.26,1483.0
907,0,15.6,15,1,18,1.5,4.0,2,2,3,2.2,359.0
908,10,15.6,15,1,43,2.3,8.0,20,3,6,2.6,789.0
909,9,14.0,13,1,62,2.7,8.0,27,2,6,0.98,1899.0
910,4,14.0,8,1,49,2.8,8.0,18,2,6,1.6,1205.0
911,7,12.5,5,1,29,1.2,8.0,14,2,6,1.09,3100.0
912,10,15.6,8,1,62,2.7,6.0,18,3,6,2.2,789.0
913,7,15.6,8,1,62,2.7,8.0,18,3,6,2.04,1018.99
